ID,Scenario,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved
2809,PASS_Compliant,Male,Hispanic,57,25-60,35932,569,358313,Self-employed,Graduate,Citizen,Fluent,Yes,No,Historically Redlined,Approved
3099,PASS_Compliant,Male,Black,75,Over 60,131706,644,340228,Full-time,Bachelor's,Citizen,Limited,Yes,No,Historically Redlined,Approved
6752,PASS_Compliant,Female,White,47,25-60,76304,659,424617,Part-time,Bachelor's,Citizen,Limited,No,No,Rural,Approved
6605,PASS_Compliant,Female,White,62,Over 60,160767,583,380122,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
9337,PASS_Compliant,Female,White,43,25-60,82113,665,102506,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined,Approved
1700,PASS_Compliant,Female,Hispanic,30,25-60,112370,685,340131,Self-employed,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
3253,PASS_Compliant,Male,White,19,Under 25,135400,553,171415,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4332,PASS_Compliant,Male,Hispanic,47,25-60,138490,654,159043,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
3159,PASS_Compliant,Non-binary,White,82,Over 60,152653,647,228756,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Approved
7553,PASS_Compliant,Male,Black,37,25-60,58021,622,258205,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
4147,PASS_Compliant,Female,White,58,25-60,158165,597,123595,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4213,PASS_Compliant,Non-binary,White,54,25-60,46662,535,372331,Part-time,Some College,Citizen,Limited,No,No,Working Class Urban,Denied
354,PASS_Compliant,Female,Native American,75,Over 60,77917,613,403381,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
2154,PASS_Compliant,Female,Hispanic,29,25-60,114521,501,150468,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional,Approved
7129,PASS_Compliant,Female,White,26,25-60,100376,722,143453,Gig,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
7983,PASS_Compliant,Female,Hispanic,45,25-60,112744,529,382314,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
5217,PASS_Compliant,Female,Black,29,25-60,122282,543,436773,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
123,PASS_Compliant,Male,White,50,25-60,160017,800,85294,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban,Denied
9864,PASS_Compliant,Male,Native American,33,25-60,116617,754,387411,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
2720,PASS_Compliant,Male,White,38,25-60,170110,534,107978,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,Approved
5319,PASS_Compliant,Male,Black,47,25-60,91503,525,413982,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural,Denied
4181,PASS_Compliant,Female,White,48,25-60,101415,710,439169,Full-time,High School,Citizen,Fluent,Yes,No,Rural,Denied
5593,PASS_Compliant,Male,White,40,25-60,76975,591,275971,Full-time,Some College,Citizen,Fluent,No,No,Rural,Denied
119,PASS_Compliant,Male,White,32,25-60,130310,779,101397,Part-time,Graduate,Citizen,Fluent,No,No,Rural,Denied
3244,PASS_Compliant,Female,White,75,Over 60,114244,794,50613,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
3082,PASS_Compliant,Male,White,70,Over 60,61131,572,416581,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
8401,PASS_Compliant,Male,White,79,Over 60,161928,780,279842,Part-time,High School,Citizen,Fluent,No,No,Rural,Denied
9759,PASS_Compliant,Male,White,41,25-60,35403,578,192223,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,Denied
9290,PASS_Compliant,Female,White,78,Over 60,72129,806,53032,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Working Class Urban,Denied
8886,PASS_Compliant,Female,White,20,Under 25,73540,537,138960,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
3565,PASS_Compliant,Male,Black,22,Under 25,48952,810,407779,Full-time,Some College,Citizen,Limited,No,No,Historically Redlined,Denied
3775,PASS_Compliant,Male,White,72,Over 60,83387,801,433190,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Approved
1068,PASS_Compliant,Male,White,18,Under 25,41483,594,306120,Gig,High School,Citizen,Fluent,No,No,Urban Professional,Denied
9943,PASS_Compliant,Female,Hispanic,42,25-60,35213,560,133718,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
5648,PASS_Compliant,Female,White,44,25-60,153595,695,376416,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
4878,PASS_Compliant,Male,Hispanic,66,Over 60,131560,673,54745,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
8505,PASS_Compliant,Female,White,30,25-60,40381,608,365355,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,Approved
3716,PASS_Compliant,Female,White,31,25-60,118889,629,98270,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
153,PASS_Compliant,Female,White,73,Over 60,42337,796,180564,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,Denied
9370,PASS_Compliant,Male,White,47,25-60,44634,720,150056,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
6226,PASS_Compliant,Male,White,34,25-60,162963,834,333019,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
9752,PASS_Compliant,Male,White,58,25-60,165152,522,218800,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
5727,PASS_Compliant,Female,Hispanic,37,25-60,31081,641,249607,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
6115,PASS_Compliant,Male,White,51,25-60,141149,764,373699,Full-time,High School,Permanent Resident,Fluent,No,No,Rural,Approved
1715,PASS_Compliant,Female,White,27,25-60,63946,709,282919,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
9896,PASS_Compliant,Female,Hispanic,40,25-60,32449,772,268397,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,Denied
5367,PASS_Compliant,Male,White,77,Over 60,82564,802,339102,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Denied
5686,PASS_Compliant,Female,White,74,Over 60,60837,601,94002,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
7855,PASS_Compliant,Male,Hispanic,50,25-60,94214,660,286373,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
2780,PASS_Compliant,Male,White,65,Over 60,106019,569,313735,Part-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,Denied
4930,PASS_Compliant,Female,Hispanic,21,Under 25,157841,502,84002,Part-time,Bachelor's,Visa Holder,Fluent,No,No,Rural,Denied
8940,PASS_Compliant,Male,White,39,25-60,27450,517,115219,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Denied
6426,PASS_Compliant,Male,White,60,25-60,109343,762,373854,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
3016,PASS_Compliant,Male,White,49,25-60,93987,727,244721,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
7395,PASS_Compliant,Female,White,78,Over 60,170524,823,433345,Full-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,Denied
6791,PASS_Compliant,Female,Black,78,Over 60,58313,690,334058,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
7292,PASS_Compliant,Female,White,29,25-60,173986,635,132468,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
2999,PASS_Compliant,Female,White,50,25-60,59349,751,198271,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
969,PASS_Compliant,Female,White,47,25-60,126186,511,423703,Self-employed,Some College,Citizen,Limited,No,No,High-income Suburban,Denied
4425,PASS_Compliant,Female,Black,22,Under 25,153920,742,134506,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,Approved
7083,PASS_Compliant,Male,Black,39,25-60,124909,670,232760,Full-time,Some College,Permanent Resident,Fluent,Yes,No,Urban Professional,Denied
8644,PASS_Compliant,Female,Black,37,25-60,78061,710,52613,Part-time,Bachelor's,Visa Holder,Fluent,No,No,Historically Redlined,Denied
7970,PASS_Compliant,Male,White,73,Over 60,33219,759,127551,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
7394,PASS_Compliant,Female,White,63,Over 60,55238,524,395665,Gig,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
5206,PASS_Compliant,Female,White,82,Over 60,116415,675,400533,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Denied
1252,PASS_Compliant,Female,Black,72,Over 60,45155,606,164553,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4594,PASS_Compliant,Female,Hispanic,34,25-60,59737,613,429175,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
3812,PASS_Compliant,Female,White,68,Over 60,65585,693,359402,Gig,Graduate,Citizen,Fluent,Yes,No,Rural,Approved
6803,PASS_Compliant,Male,White,49,25-60,108155,584,376417,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
8136,PASS_Compliant,Male,White,18,Under 25,57874,783,110970,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
2297,PASS_Compliant,Female,Asian,32,25-60,156248,802,276974,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Denied
8552,PASS_Compliant,Female,White,61,Over 60,52840,821,182296,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
5451,PASS_Compliant,Male,Hispanic,23,Under 25,126902,806,391550,Full-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban,Denied
7345,PASS_Compliant,Female,White,69,Over 60,150322,562,377573,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,Denied
5405,PASS_Compliant,Female,Black,43,25-60,80515,594,152624,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
6321,PASS_Compliant,Female,Hispanic,39,25-60,80817,623,289218,Full-time,Bachelor's,Visa Holder,Limited,No,No,Working Class Urban,Denied
1443,PASS_Compliant,Male,Black,40,25-60,173361,715,327447,Full-time,Graduate,Permanent Resident,Fluent,Yes,No,Working Class Urban,Approved
1996,PASS_Compliant,Female,White,71,Over 60,170074,670,82431,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
8406,PASS_Compliant,Female,White,49,25-60,69374,620,435039,Gig,Graduate,Permanent Resident,Limited,No,No,High-income Suburban,Approved
6045,PASS_Compliant,Female,White,34,25-60,132903,580,104129,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional,Approved
503,PASS_Compliant,Female,White,47,25-60,139357,607,390637,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
6611,PASS_Compliant,Male,White,67,Over 60,149295,514,323302,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
4343,PASS_Compliant,Male,White,51,25-60,167359,506,52686,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
9831,PASS_Compliant,Female,Black,19,Under 25,151583,704,81623,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,Approved
5699,PASS_Compliant,Male,White,78,Over 60,64909,583,159343,Part-time,High School,Citizen,Fluent,Yes,No,Historically Redlined,Denied
7263,PASS_Compliant,Male,White,54,25-60,82841,505,242164,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Approved
4361,PASS_Compliant,Male,White,53,25-60,103860,637,442715,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4400,PASS_Compliant,Female,White,53,25-60,132095,744,381185,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
9312,PASS_Compliant,Female,White,75,Over 60,148499,762,303850,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Denied
6592,PASS_Compliant,Male,White,30,25-60,174504,519,322949,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,Denied
9383,PASS_Compliant,Female,Black,19,Under 25,97877,698,152088,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Urban Professional,Approved
9604,PASS_Compliant,Female,Multiracial,26,25-60,124040,549,137030,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
2119,PASS_Compliant,Female,Black,76,Over 60,35240,802,96311,Gig,High School,Citizen,Fluent,No,No,Rural,Denied
9702,PASS_Compliant,Female,White,68,Over 60,158666,593,277885,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Denied
3656,PASS_Compliant,Female,Hispanic,20,Under 25,120538,738,63543,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
6106,PASS_Compliant,Male,Black,51,25-60,95502,794,431111,Self-employed,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Denied
8937,PASS_Compliant,Female,White,38,25-60,75027,803,299814,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
1984,PASS_Compliant,Male,White,37,25-60,145014,804,305553,Self-employed,Graduate,Citizen,Limited,No,No,Urban Professional,Approved
8236,PASS_Compliant,Male,White,38,25-60,44715,754,238759,Full-time,Graduate,Visa Holder,Fluent,No,No,Historically Redlined,Denied
9325,PASS_Compliant,Male,White,38,25-60,154259,548,415538,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
7020,PASS_Compliant,Male,White,55,25-60,135011,693,85641,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
2286,PASS_Compliant,Male,Black,68,Over 60,62740,582,396685,Self-employed,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
5500,PASS_Compliant,Male,Hispanic,72,Over 60,96597,729,164855,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4542,PASS_Compliant,Male,White,23,Under 25,68061,822,186426,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
9287,PASS_Compliant,Male,Hispanic,66,Over 60,44769,527,56135,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,Approved
6646,PASS_Compliant,Female,White,68,Over 60,114077,794,195521,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
9679,PASS_Compliant,Female,White,38,25-60,69548,643,54825,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
6847,PASS_Compliant,Female,White,31,25-60,169901,576,273902,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
9392,PASS_Compliant,Female,Asian,74,Over 60,25623,631,279027,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
2846,PASS_Compliant,Male,White,32,25-60,83078,762,79437,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
9641,PASS_Compliant,Male,White,63,Over 60,60794,690,391460,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
9922,PASS_Compliant,Male,White,49,25-60,70983,663,263800,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Denied
5619,PASS_Compliant,Male,Hispanic,81,Over 60,120294,816,270803,Unemployed,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban,Approved
8051,PASS_Compliant,Female,White,48,25-60,50470,656,114351,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
617,PASS_Compliant,Female,White,26,25-60,98852,792,398812,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional,Approved
411,PASS_Compliant,Female,White,44,25-60,82684,673,159540,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
8494,PASS_Compliant,Female,White,31,25-60,63037,746,169233,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,Denied
9944,PASS_Compliant,Male,Black,65,Over 60,171046,513,329805,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
9769,PASS_Compliant,Female,White,53,25-60,169894,633,203307,Gig,High School,Citizen,Fluent,No,No,Urban Professional,Denied
2228,PASS_Compliant,Female,White,65,Over 60,48859,554,276349,Gig,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
3113,PASS_Compliant,Male,Black,35,25-60,56555,782,377284,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
2431,PASS_Compliant,Female,Hispanic,82,Over 60,47942,817,432564,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
8390,PASS_Compliant,Female,Hispanic,76,Over 60,78934,664,328859,Full-time,High School,Citizen,Fluent,No,Yes,Urban Professional,Approved
3468,PASS_Compliant,Male,Asian,65,Over 60,105825,628,87777,Full-time,High School,Citizen,Limited,Yes,No,High-income Suburban,Denied
6272,PASS_Compliant,Female,White,26,25-60,135362,713,250070,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,Denied
5239,PASS_Compliant,Female,White,64,Over 60,136180,799,124794,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
3681,PASS_Compliant,Female,White,19,Under 25,30208,744,168651,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,Approved
6729,PASS_Compliant,Male,White,28,25-60,112723,706,356066,Gig,Graduate,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
6469,PASS_Compliant,Male,Black,22,Under 25,126450,816,255741,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
3316,PASS_Compliant,Female,White,37,25-60,154628,560,422294,Part-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,Denied
4596,PASS_Compliant,Male,Hispanic,28,25-60,56685,501,375005,Part-time,Some College,Citizen,Fluent,No,Yes,Rural,Approved
2833,PASS_Compliant,Male,White,50,25-60,79413,782,324116,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Approved
9823,PASS_Compliant,Male,White,40,25-60,152413,796,221078,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
5913,PASS_Compliant,Female,Black,78,Over 60,128841,745,338056,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,Approved
9291,PASS_Compliant,Male,Black,79,Over 60,97142,597,246974,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
6130,PASS_Compliant,Female,White,47,25-60,53667,659,93483,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Rural,Approved
3833,PASS_Compliant,Female,Hispanic,66,Over 60,142661,762,308874,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
210,PASS_Compliant,Female,Hispanic,63,Over 60,125074,628,379925,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
8454,PASS_Compliant,Male,White,70,Over 60,62525,721,345445,Full-time,Graduate,Visa Holder,Fluent,No,No,Urban Professional,Approved
2443,PASS_Compliant,Female,White,66,Over 60,111607,643,440210,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
8393,PASS_Compliant,Male,White,55,25-60,102618,656,79976,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
2074,PASS_Compliant,Male,White,51,25-60,135576,808,225946,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
6304,PASS_Compliant,Female,White,70,Over 60,44449,703,270129,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
7289,PASS_Compliant,Female,White,46,25-60,40570,819,112271,Full-time,High School,Citizen,Fluent,Yes,Yes,Urban Professional,Denied
9781,PASS_Compliant,Male,White,25,25-60,56722,509,171055,Full-time,High School,Permanent Resident,Limited,Yes,No,Urban Professional,Approved
7247,PASS_Compliant,Female,White,34,25-60,92947,806,299644,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Denied
6072,PASS_Compliant,Male,White,65,Over 60,127666,746,209021,Full-time,Graduate,Visa Holder,Fluent,No,Yes,High-income Suburban,Denied
7330,PASS_Compliant,Female,White,39,25-60,92913,546,393993,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
3081,PASS_Compliant,Female,White,25,25-60,28579,800,164319,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
5018,PASS_Compliant,Male,White,75,Over 60,91646,581,236269,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4449,PASS_Compliant,Female,Hispanic,51,25-60,138782,698,173454,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
3992,PASS_Compliant,Male,Hispanic,39,25-60,154216,506,121250,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,Approved
1773,PASS_Compliant,Male,White,72,Over 60,145504,765,208981,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
7351,PASS_Compliant,Male,Hispanic,75,Over 60,139575,505,231823,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
3404,PASS_Compliant,Female,White,36,25-60,82229,727,370295,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,Approved
6118,PASS_Compliant,Male,Asian,20,Under 25,171497,710,249184,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
5678,PASS_Compliant,Male,Hispanic,39,25-60,119304,808,315169,Part-time,Graduate,Citizen,Limited,No,No,Rural,Denied
6050,PASS_Compliant,Female,White,66,Over 60,137183,819,407960,Self-employed,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Denied
2353,PASS_Compliant,Male,Black,57,25-60,142040,821,160231,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
3803,PASS_Compliant,Male,Black,22,Under 25,78169,501,296355,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Approved
8430,PASS_Compliant,Female,Hispanic,37,25-60,140663,625,295901,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,Approved
1086,PASS_Compliant,Male,White,44,25-60,31845,780,298153,Full-time,Graduate,Citizen,Limited,No,Yes,Working Class Urban,Approved
2721,PASS_Compliant,Female,White,62,Over 60,153764,643,272867,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,Approved
7768,PASS_Compliant,Female,White,41,25-60,74316,618,201061,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
6010,PASS_Compliant,Male,Asian,29,25-60,107021,518,428478,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,Approved
4003,PASS_Compliant,Female,White,57,25-60,55833,717,212208,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
3990,PASS_Compliant,Female,Hispanic,76,Over 60,105897,640,88899,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
9648,PASS_Compliant,Female,Hispanic,32,25-60,150558,590,83568,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
373,PASS_Compliant,Female,White,54,25-60,39086,650,358362,Unemployed,Some College,Permanent Resident,Fluent,Yes,No,Working Class Urban,Denied
9136,PASS_Compliant,Male,White,71,Over 60,42808,804,52589,Full-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Denied
1276,PASS_Compliant,Male,White,81,Over 60,140271,701,381014,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
101,PASS_Compliant,Male,White,43,25-60,174929,693,59993,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1393,PASS_Compliant,Female,White,72,Over 60,73918,503,90468,Full-time,Graduate,Permanent Resident,Fluent,No,No,Urban Professional,Approved
2305,PASS_Compliant,Male,White,27,25-60,131880,599,169705,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
3531,PASS_Compliant,Female,White,22,Under 25,65585,524,424998,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
6675,PASS_Compliant,Male,White,55,25-60,74914,778,186186,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
524,PASS_Compliant,Male,Hispanic,42,25-60,121203,521,58348,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
625,PASS_Compliant,Female,White,23,Under 25,145935,584,236033,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
3015,PASS_Compliant,Male,White,19,Under 25,136999,703,93384,Full-time,Graduate,Citizen,Fluent,Yes,Yes,Urban Professional,Approved
3768,PASS_Compliant,Female,White,70,Over 60,89321,543,226372,Part-time,Some College,Citizen,Limited,Yes,No,High-income Suburban,Denied
1368,PASS_Compliant,Female,Hispanic,40,25-60,60131,620,280408,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
896,PASS_Compliant,Female,White,44,25-60,148434,660,305495,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,Denied
5999,PASS_Compliant,Female,Hispanic,69,Over 60,38964,761,197888,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Denied
2693,PASS_Compliant,Male,White,52,25-60,133946,561,385931,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
2388,PASS_Compliant,Female,White,61,Over 60,41504,824,282120,Gig,Some College,Citizen,Limited,No,No,Working Class Urban,Denied
4922,PASS_Compliant,Female,Black,51,25-60,27031,540,92019,Full-time,Graduate,Visa Holder,Fluent,No,No,High-income Suburban,Approved
1765,PASS_Compliant,Male,Black,22,Under 25,129599,601,386645,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
2795,PASS_Compliant,Female,White,58,25-60,127771,749,186228,Full-time,Bachelor's,Citizen,Limited,Yes,No,Working Class Urban,Denied
1947,PASS_Compliant,Male,Asian,26,25-60,101569,748,272403,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
8447,PASS_Compliant,Female,White,81,Over 60,60944,642,337182,Gig,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Approved
5987,PASS_Compliant,Female,Black,48,25-60,67687,771,112042,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
6941,PASS_Compliant,Female,Asian,69,Over 60,71652,611,193373,Full-time,Some College,Citizen,Fluent,No,Yes,Rural,Denied
3421,PASS_Compliant,Female,White,73,Over 60,61309,834,211474,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,Denied
2659,PASS_Compliant,Male,White,40,25-60,118328,504,422369,Gig,High School,Citizen,Fluent,No,No,Urban Professional,Approved
3741,PASS_Compliant,Male,White,60,25-60,171916,727,312483,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4437,PASS_Compliant,Female,White,34,25-60,73521,712,216714,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
2356,PASS_Compliant,Female,Hispanic,57,25-60,28307,558,139044,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Approved
1846,PASS_Compliant,Female,Asian,43,25-60,171614,808,299521,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined,Denied
3887,PASS_Compliant,Male,White,65,Over 60,39706,624,187352,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
4426,PASS_Compliant,Male,Hispanic,28,25-60,90843,554,265036,Full-time,Some College,Citizen,Fluent,No,No,Rural,Denied
1362,PASS_Compliant,Female,Black,51,25-60,166852,765,425569,Part-time,Graduate,Visa Holder,Limited,No,No,High-income Suburban,Approved
3850,PASS_Compliant,Female,White,30,25-60,26072,586,117699,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
552,PASS_Compliant,Female,Hispanic,70,Over 60,147303,622,163187,Full-time,High School,Permanent Resident,Fluent,Yes,No,Urban Professional,Denied
